start,description,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT
1988-02-04 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,-0.02,-0.02,-0.02,-0.01,NaN,NaN,-0.0091,-0.00333,0.11527,0.25766
1988-02-05 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.02,0.01,0.01,0.01,NaN,NaN,0.00449,0.00326,-0.16188,-0.19681
1988-02-11 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.01,0,-0.01,-0.02,NaN,NaN,0.00452,0.00331,-0.04682,-0.11685
1988-04-04 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.02,0.01,0.01,0.01,NaN,NaN,-0.00473,-0.00719,-0.23604,-0.25109
1988-04-05 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.03,0.03,0.04,0.03,NaN,NaN,0.00945,0.00717,-0.06204,0
1988-04-06 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,-0.01,-0.02,-0.02,-0.03,NaN,NaN,-0.01417,-0.00715,-0.16636,-0.21229
1988-05-09 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.02,0.02,0.03,0.02,NaN,NaN,0.01448,0.00741,-0.0428,0.0194
1988-05-10 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0,0.02,0,0,NaN,NaN,0,-0.0037,0.09705,0.0967
1988-05-18 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.02,0.02,0.01,0.02,NaN,NaN,0.00978,0.01139,-0.15283,-0.13719
1988-05-19 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.02,0.01,0.02,NaN,NaN,0,0,0.10825,0.22042
1988-05-20 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0,-0.01,0,0.01,NaN,NaN,0,0,0.04753,0.11858
1988-05-25 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.03,0.02,0.03,0.02,NaN,NaN,0.0098,0.01144,-0.00393,-0.19589
1988-05-26 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.03,0.04,0.01,0.01,NaN,NaN,0.00983,0.01148,-0.13366,-0.27554
1988-06-17 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.03,0.02,NaN,NaN,NaN,0,0.0037,-0.0518,-0.1285
1988-06-20 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0,-0.02,-0.02,NaN,NaN,NaN,-0.00487,-0.00748,0.04463,0.03689
1988-07-01 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.01,-0.01,0.01,0.01,NaN,0.00379,0.01426,0.01082,-0.07335,-0.14593
1988-07-19 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.03,0.03,0.02,0.01,NaN,0.00768,0.01464,0.00761,-0.28963,-0.40696
1988-07-20 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0,0.01,0.02,0.02,NaN,0.00768,0.00975,0.0038,0.1301,0
1988-08-09 09:45,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.11,0.12,0.11,0.11,NaN,0.05003,0.02912,0.0187,-0.61641,-0.38936
1988-08-09 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.03,0.03,0.01,0.03,NaN,0.00773,0.00976,0.01133,-0.06006,0.03745
1988-08-17 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0,0.03,0.02,0.02,NaN,0.01556,0.01487,0.03109,-0.2335,-0.32514
1988-09-21 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,-0.01,-0.01,-0.01,-0.01,NaN,-0.01149,-0.00957,-0.01093,0.09642,0.11007
1988-11-02 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,0.03214,0,0.01,0.01,0.01,NaN,0.00756,0,0.0035,0.10404,0.16073
1988-11-07 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.03,0.03,0.03,NaN,0.00763,0.01428,0.00718,-0.16412,-0.09093
1988-11-08 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.02,0.03,0.04,0.03,NaN,0.01526,0.01426,0.02149,-0.07625,-0.09051
1988-12-15 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,0.01937,0.03,0.06,0.03,0.05,NaN,0.03907,0.039,0.02186,0,-0.23333
1989-01-06 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.01,-0.01,-0.01,NaN,-0.00786,0,-0.00363,-0.03199,-0.08807
1989-01-09 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0,-0.01,-0.02,-0.02,NaN,-0.00785,-0.00489,0,0.00713,0.0353
1989-01-10 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.02,0,0,NaN,0,0,0,0.04637,-0.08841
1989-02-09 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,0,-0.03,-0.03,-0.03,-0.02,NaN,-0.01169,0,0,0.17763,0.08327
1989-02-14 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,0.02,0.03,0.03,0.03,0.03,NaN,0.01569,0.00488,0.00726,-0.01022,-0.15243
1989-02-23 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.07,0.07,0.06,0.08,NaN,0.01583,0,-0.00368,0.04134,-0.03431
1989-02-24 09:00,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.05,0.03,0.06,0.06,NaN,0.03956,0.03949,0.03679,0.03084,0
1989-02-24 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,-0.05,-0.04,-0.04,-0.03,NaN,-0.01981,-0.00495,-0.00739,-0.04164,-0.12099
1989-03-29 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,-0.07,-0.02,-0.01,-0.03,-0.02,NaN,-0.00397,-0.01483,-0.00736,0.0137,0.08447
1989-05-17 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,-0.02214,-0.02,-0.01,-0.01,-0.03,NaN,-0.01154,-0.00473,0,0.01584,0.03149
1989-06-06 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,-0.0125,-0.03,-0.04,-0.05,-0.04,NaN,-0.01879,-0.01824,-0.01317,0.09882,0.21545
1989-07-07 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,-0.02583,-0.03,-0.04,-0.05,-0.03,NaN,-0.0294,-0.02667,-0.01567,0.27878,0.41364
1989-07-25 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,-0.03,-0.05,-0.05,-0.03,NaN,-0.02203,-0.00887,-0.00315,0.06848,0.05907
1989-07-26 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,-0.01,-0.02,-0.01,-0.02,-0.01,NaN,-0.01466,-0.00443,-0.00627,0.10164,0.07418
1989-07-27 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,-0.01,-0.01,0,-0.02,NaN,0,0.00441,0.00624,0.26775,0.18977
1989-08-23 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,0,-0.01,-0.02,-0.01,-0.02,NaN,-0.00751,-0.00908,-0.00321,0.09061,-0.04368
1989-10-04 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,0.03444,0.01,0.01,0,0,NaN,0.0075,0.00453,0.00319,0.07874,0.05565
1989-10-16 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,-0.20667,0.01,0,0.04,0.03,NaN,0,0.01776,0.01548,0.8095,0.96048
1989-10-19 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.01,0.01,0.01,NaN,0,-0.00888,-0.0031,0.01446,0.02871
1989-11-07 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,-0.10435,-0.07,-0.07,-0.06,-0.05,NaN,-0.04429,-0.03097,-0.0215,0.33369,0.59782
1989-11-08 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.01,0.01,0,0,NaN,-0.00367,-0.0044,0,0.02072,-0.05885
1989-11-09 11:30,FOMC Announcement (Unscheduled),NaN,NaN,NaN,NaN,NaN,0.04,0.04,0.03,0.02,NaN,0.02567,0.01755,0.01828,-0.16261,-0.30871
1989-11-15 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,-0.02,0.01,0.01,0.01,0,NaN,0.01098,0.00877,0.00913,-0.04727,-0.10283
1989-12-20 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,-0.16909,-0.04,-0.03,-0.03,-0.02,NaN,-0.0073,0,0.00302,0.3031,0.15819
1990-02-08 11:30,FOMC Announcement (Scheduled),-0.01,-0.01,-0.02,-0.02,-0.014,0.01,0.02,0,0.01,NaN,0.01134,0.01382,0.01331,-0.1519,-0.28154
1990-03-28 11:30,FOMC Announcement (Scheduled),0,0,-0.01,-0.02,0,-0.01,-0.03,-0.03,-0.03,NaN,-0.01142,-0.00464,-0.01007,-0.17591,-0.10154
1990-05-16 11:30,FOMC Announcement (Scheduled),0,0.01,0,0,0,-0.01,-0.02,-0.01,-0.02,NaN,-0.01145,-0.00938,-0.01028,0.05109,0.25427
1990-07-05 11:30,FOMC Announcement (Scheduled),0,-0.01,0,-0.02,0,0.01,0.01,0.01,0.01,NaN,0.01129,0.00458,0.00661,-0.00841,-0.04165
1990-07-13 11:30,FOMC Announcement (Unscheduled),-0.07999,-0.06,-0.08,-0.08,-0.13777,-0.03,-0.04,-0.04,-0.03,NaN,-0.01884,0.00461,0.00334,0.0407,-0.10744
1990-08-22 11:30,FOMC Announcement (Scheduled),0,0.01,0,0,0,0.01,0,0,0,NaN,-0.00761,-0.00952,-0.01441,0.19733,0.07786
1990-10-03 11:30,FOMC Announcement (Scheduled),0.01,-0.01,-0.04,-0.00999,0.01107,-0.01,0,-0.01,0,NaN,-0.00753,-0.01407,-0.01058,-0.1207,0
1990-10-29 11:30,FOMC Announcement (Unscheduled),-0.02,-0.03,-0.01,-0.02,-0.03,0.01,0,0.01,0,NaN,0.00749,0.01398,0.01045,-0.52277,-0.53637
1990-11-14 11:30,FOMC Announcement (Scheduled),0.01,0.02,0.02,0.01,0.01875,0.01,0.01,-0.01,-0.01,NaN,0.00742,0.00914,0.0067,-0.01568,-0.07803
1990-11-15 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.01,0,0,-0.02,NaN,0.00371,0,0.0067,-0.1537,-0.20292
1990-11-16 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0,0.01,0.01,0,NaN,0.0037,0.00908,0.00331,-0.17373,-0.40926
1990-12-07 11:30,FOMC Announcement (Unscheduled),-0.07,-0.01,-0.02,-0.04,-0.09042,-0.03,-0.02,-0.02,-0.03,NaN,-0.01464,-0.00893,-0.0064,0.08546,0.16721
1990-12-18 15:30,FOMC Announcement (Scheduled),-0.09,-0.19,-0.09,-0.15,-0.21462,-0.14,-0.11,-0.09,0.02,NaN,-0.08395,-0.04886,-0.04126,0.71884,0.95045
1990-12-19 11:30,FOMC Announcement (Scheduled),NaN,NaN,NaN,NaN,NaN,0.03,0.03,0.05,NaN,NaN,0.00365,0,0.00635,0.03332,0.07516
1991-01-08 11:30,FOMC Announcement (Unscheduled),-0.1,-0.11,-0.06001,-0.1,-0.13478,-0.12,-0.12,-0.09,-0.1,-0.02449,-0.05144,-0.06304,-0.04586,0.36169,0.48769
1991-02-01 09:15,FOMC Announcement (Unscheduled),-0.028,-0.02,-0.088,-0.08,-0.029036,-0.04,-0.05,-0.05,-0.03,-0.01138,0.01088,0.01323,0.01261,-0.04952,-0.4216
1991-02-01 11:30,FOMC Announcement (Unscheduled),-0.042,-0.03,-0.132,-0.12,-0.043554,-0.06,-0.03,-0.03,-0.02,-0.013,-0.01814,-0.00883,-0.00631,0.27469,0.24808
1991-02-07 11:30,FOMC Announcement (Scheduled),0,-0.01,-0.02,-0.01,0,0,-0.01,0,-0.01,0,0,0,0.00936,-0.22618,0
1991-03-08 11:30,FOMC Announcement (Unscheduled),-0.02,-0.07,-0.06,-0.04,-0.02695,-0.06,-0.09,-0.06,-0.05,0.0049,-0.03319,-0.02706,-0.01636,0.48314,0.18428
1991-03-27 11:30,FOMC Announcement (Scheduled),0,-0.02,0.01,-0.02,-0.02,-0.01,-0.02,-0.02,-0.09,0,-0.0037,-0.00905,-0.00656,0.12454,0.22335
1991-04-30 09:30,FOMC Announcement (Unscheduled),0,-0.192,-0.128,-0.202666667,-0.192,-0.16,-0.2,-0.18,-0.14,0,-0.09906,-0.06708,-0.04821,0.87611,0.91519
1991-04-30 11:30,FOMC Announcement (Unscheduled),0,0.012,0.008,0.012666667,0.012,0.01,0.02,0.03,0.04,-0.00814,0.011,0.00893,0.01283,-0.24202,-0.51693
1991-05-15 11:30,FOMC Announcement (Scheduled),0.01,0,0,-0.02,0.01938,0,0,0.01,0.01,-0.00325,0.00368,0.00901,0.00983,-0.24255,-0.08057
1991-07-05 11:30,FOMC Announcement (Scheduled),0,-0.01,0.01,0.01,0,0.02,0.02,0.02,0,0.01639,0.0149,0.02292,0.02699,-0.00533,-0.10592
1991-08-06 11:30,FOMC Announcement (Unscheduled),-0.15,-0.10001,-0.07,-0.11,-0.186,-0.12,-0.12,-0.11,-0.1,-0.02429,-0.05111,-0.03111,-0.02244,0.36092,0.60759
1991-08-21 11:30,FOMC Announcement (Scheduled),0.04,0.03,0.04,0.03,0.124,0,0.03,0.03,0.03,0.00483,0.0036,0,0.00314,0.12205,0.01296
1991-09-13 09:10,FOMC Announcement (Unscheduled),-0.03,0.00999,0,0,-0.05294,-0.01,0,0.01,0,0.02097,0.00359,-0.00433,0.00307,0.11105,-0.12814
1991-09-13 11:30,FOMC Announcement (Unscheduled),0,0,0,0,0,0,0.01,0.01,0.02,0.00484,0.01078,0.00869,0.00617,-0.13256,0.01291
1991-10-02 11:30,FOMC Announcement (Scheduled),-0.01,0.01,0,0,-0.01069,0,0,0.01,0,0,0,0.00429,0,-0.04619,-0.06377
1991-10-30 11:30,FOMC Announcement (Unscheduled),-0.02,-0.03001,-0.03,-0.04,-0.03001,-0.01,-0.01,-0.01,0,0.01118,-0.00706,0.00427,-0.00304,0.02805,0
1991-11-06 08:45,FOMC Announcement (Scheduled),-0.08,-0.12,-0.09,-0.12,-0.1,-0.08,-0.09,-0.09,-0.09,0.00797,-0.05295,-0.03855,-0.03391,0.06689,-0.11554
1991-11-06 11:30,FOMC Announcement (Scheduled),0,0,0,0,0,0,0.02,0.02,0.02,-0.00797,0,0.00428,0.00309,0.00771,-0.14102
1991-12-06 11:30,FOMC Announcement (Unscheduled),0,-0.09,-0.02,-0.01,0,0.01,0.01,0.01,0.03,0.01268,0.00695,0.00841,0.00898,0.0237,0.01315
1991-12-18 11:30,FOMC Announcement (Scheduled),0.02,0.02,0,0.01,0.04769,0,0.01,0.01,0.07,0.03162,0.00348,0,-0.00298,0.00262,0.03908
1991-12-20 08:30,FOMC Announcement (Unscheduled),-0.134482759,-0.289655172,-0.25862069,-0.25862069,-0.378982759,-0.3,-0.3,-0.25,-0.237931034,-0.18131,-0.12449,-0.09564,-0.04694,0.31868,1.02194
1991-12-20 11:30,FOMC Announcement (Unscheduled),0.004482759,0.009655172,0.00862069,0.00862069,0.012632759,0.01,0,0.01,0.007931034,0.01574,0.00345,-0.00414,0,0.02332,-0.02585
1992-02-06 11:30,FOMC Announcement (Scheduled),0.01,0.01,-0.02,0,0.01261,-0.01,0,0.01,0,0.01263,0.00349,-0.00418,-0.00297,0.03621,0
1992-04-01 11:30,FOMC Announcement (Scheduled),0.01,-0.00999,0.06,-0.01,0.01035,0.01,0,0,0.02,0.0048,-0.00356,0,-0.00614,-0.14205,-0.07467
1992-04-09 11:30,FOMC Announcement (Unscheduled),-0.15,-0.2,-0.17001,-0.19,-0.21429,-0.22,-0.25,-0.24,-0.24,-0.1508,-0.09875,-0.04273,-0.03047,0.75332,0.86548
1992-05-20 11:30,FOMC Announcement (Scheduled),0,0.02,0.03,0.00999,0,0.02,0.02,0.01,0.01,0.03151,0.00348,-0.00419,-0.0149,-0.04802,-0.024
1992-07-02 09:15,FOMC Announcement (Scheduled),-0.08,-0.09,-0.1,-0.3,-0.08552,0,0.02,0.04,0.04,0.0235,0.02056,0.02473,0.00878,0.22288,-0.03629
1992-08-19 11:30,FOMC Announcement (Scheduled),0.01,0.01,0.01,0.01,0.02583,-0.01,0.01,-0.01,-0.01,0.01858,0,0,0,0.02617,0.02379
1992-09-04 11:30,FOMC Announcement (Unscheduled),0,0,-0.01,0.01,0,-0.02,-0.01,0,-0.02,-0.00311,0.00334,0.0119,0.01945,-0.00719,0
1992-10-07 11:30,FOMC Announcement (Scheduled),0,0.00999,0.00999,0.01,0,0,0,0,0,0.02324,0.01002,0,-0.00571,-0.19372,-0.07365
1992-11-18 11:30,FOMC Announcement (Scheduled),-0.02,-0.01,0.01,0,-0.04999,0,-0.01,0,0.01,0.01566,0,0.00407,0.00287,0.19022,0.35591
1992-12-23 11:30,FOMC Announcement (Scheduled),0.00999,0,-0.02,-0.01,0.03873,-0.01,-0.01,-0.01,-0.04,0,-0.00343,0,0,-0.07718,-0.1019
1993-02-04 11:30,FOMC Announcement (Scheduled),0,-0.02,-0.04,-0.02,0,0,-0.01,0,0,0,0.00669,0.00394,0,-0.05131,-0.07802
1993-03-24 11:30,FOMC Announcement (Scheduled),-0.01,0,0.01,0,0,0,0,0,0.04,0.01239,0.0033,0.00772,0.00523,-0.0844,-0.14413
1993-05-19 11:30,FOMC Announcement (Scheduled),-0.01,-0.02,-0.02,-0.02,-0.02583,0,-0.01,-0.02,-0.03,-0.02011,-0.01319,-0.01545,-0.01857,0.16628,0.19366
1993-07-08 11:30,FOMC Announcement (Scheduled),0.02,0,0,0,0.02696,0,-0.01,0,0,-0.0155,-0.00328,-0.00759,-0.00253,0.31433,0.23544
1993-08-18 11:30,FOMC Announcement (Scheduled),0,0.02,0.01,0.01,0,0.01,0,0,0,0.01546,0.00654,0.0113,0.00245,-0.05693,-0.09854
1993-09-22 11:30,FOMC Announcement (Scheduled),0,0,0.01,0.01,0,0,0.01,0.01,-0.02,0.01547,0.0065,0.00747,0.00962,0.0022,-0.01097
1993-11-17 11:30,FOMC Announcement (Scheduled),0.01,0,0.01,0,0.02308,-0.01,-0.01,-0.01,0,0.00465,-0.00977,-0.01498,-0.00723,0.04721,-0.08583
1993-12-22 11:30,FOMC Announcement (Scheduled),0,-0.01,-0.01,-0.01,0,0,0,0,-0.08,0,0,0,0.00497,0.01719,-0.03212
1994-02-04 11:05,FOMC Announcement (Scheduled),0.14,0.10001,0.08,0,0.16333,0.13,0.15,0.14,0.15,0.14319,0.12186,0.0684,0.03211,-0.64105,-0.7626
1994-03-22 14:20,FOMC Announcement (Scheduled),0,-0.04,-0.04,0,-1.00E-05,-0.05,-0.05,-0.03,-0.05,-0.03486,-0.06157,-0.04815,-0.04026,0.29613,0.28682
1994-04-18 10:06,FOMC Announcement (Unscheduled),0.06001,0.08,0.09,0.12,0.15001,0.07,0.09,0.09,0.12,0.06863,0.07701,0.0541,0.03442,-0.68128,-0.78502
1994-05-17 14:26,FOMC Announcement (Scheduled),0.05,0.05,-0.02,0.05,0.11072,-0.02,-0.06,-0.06,-0.08,-0.06731,-0.09142,-0.07918,-0.08254,0.52219,0.52646
1994-07-06 14:18,FOMC Announcement (Scheduled),-0.04,0,0,0,-0.0496,-0.02,-0.01,-0.01,-0.01,0.00322,0.00356,0.01275,0.01784,-0.22844,-0.07824
1994-08-16 13:18,FOMC Announcement (Scheduled),0.06,0.09,0,0,0.12399,0.08,0.04,0.01,0.01,-0.00483,-0.02475,-0.03347,-0.0462,0.25704,0.1836
1994-09-27 14:18,FOMC Announcement (Scheduled),-0.02,-0.09,-0.05,-0.03,-0.09,-0.02,-0.02,-0.01,0,0.00487,0.02886,0.02604,0.03703,-0.17136,-0.26979
1994-11-15 14:20,FOMC Announcement (Scheduled),0.06,0.08,0.05,0.08,0.12,0.04,0.03,0.03,0.03,0.00816,-0.00732,-0.01325,-0.03146,-0.44889,-0.91315
1994-12-20 14:17,FOMC Announcement (Scheduled),-0.08,-0.14,-0.05,-0.05,-0.22546,-0.07,-0.01,0.01,0.02,0.01157,0.00369,0.00882,0.00913,0.10486,0
